# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jan 11 04:18:35 2023
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_impact,koi_impact_err1,koi_impact_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_kepmag
8090,4367544,K06407.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8610,0.0100,-0.0080,14.94,4.140e+00,-5.040e+00,1988.0,,,14.327
8091,4372410,K06408.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5160,,,1.93,2.400e-01,-3.200e-01,4181.0,,,11.456
8092,4372620,K06409.01,,CANDIDATE,CANDIDATE,,0.0766,0.3760,-0.0765,2.42,1.090e+00,-1.300e+00,960.0,,,13.370
8093,4372961,K06410.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1870,0.0150,-0.1660,50.25,8.690e+00,-1.304e+01,2117.0,,,13.920
8094,5119143,K06527.01,,FALSE POSITIVE,FALSE POSITIVE,,0.0126,0.4654,-0.0125,2.92,1.550e+00,-8.500e-01,3102.0,,,12.328
8095,5125048,K06528.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,,,,,,,,,,11.941
8096,5126627,K06529.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,,,,,,,,,,13.965
8097,5130890,K06530.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,,,,,,11.965
8098,5164794,K06531.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9220,0.0170,-0.6350,2.49,0.000e+00,0.000e+00,1795.0,,,11.510
8099,5171707,K06532.01,,CANDIDATE,CANDIDATE,1.0000,0.0450,0.4060,-0.0450,1.36,3.800e-01,-2.000e-01,1933.0,,,15.567
8100,5172274,K06533.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9190,0.9770,-0.9190,9.08,3.310e+00,-1.100e+00,1370.0,,,12.625
8101,5174492,K06534.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6400,,,1.95,5.600e-01,-4.500e-01,3927.0,,,12.051
8102,6068947,K06661.01,,FALSE POSITIVE,FALSE POSITIVE,,0.9279,0.0100,-0.0047,9.97,4.070e+00,-1.790e+00,2376.0,,,13.302
8103,6103049,K06662.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2140,0.1010,-0.0760,54.03,1.525e+01,-9.390e+00,2193.0,,,15.147
8104,6109688,K06663.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6030,0.0020,-0.0010,65.60,2.006e+01,-1.642e+01,1197.0,,,12.271
8105,6111011,K06664.01,,CANDIDATE,CANDIDATE,0.2120,0.0160,0.4580,-0.0160,0.93,1.700e-01,-8.000e-02,632.0,,,15.559
8106,6128141,K06665.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2420,1.9050,-0.0930,31.43,9.330e+00,-4.010e+00,1550.0,,,14.337
8107,6128245,K06666.01,,CANDIDATE,CANDIDATE,0.9550,0.2510,0.2140,-0.2510,0.75,2.100e-01,-8.000e-02,1684.0,,,14.796
8108,6131659,K06667.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5670,0.0070,-0.0090,49.36,4.850e+00,-4.390e+00,554.0,,,12.534
8109,6146838,K06668.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.0760,0.0350,-0.0430,38.87,5.140e+00,-4.240e+00,527.0,,,13.182
8110,6950275,K06796.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9880,0.0140,-0.6980,3.35,1.050e+00,-3.500e-01,533.0,,,15.823
8111,6953219,K06797.01,,FALSE POSITIVE,FALSE POSITIVE,,0.3857,0.0353,-0.3857,1.40,1.680e+00,-1.500e-01,1889.0,,,14.905
8112,6956176,K06798.01,,CANDIDATE,CANDIDATE,0.9960,0.1990,0.2610,-0.1990,3.56,2.120e+00,-1.410e+00,2104.0,,,13.533
8113,6962018,K06799.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4420,0.0300,-0.0160,52.75,1.710e+00,-4.510e+00,1475.0,,,14.791
8114,6965293,K06800.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2110,0.1940,-0.0940,54.93,1.158e+01,-1.158e+01,1274.0,,,12.847
8115,6967430,K06801.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2680,0.1900,-0.2680,0.67,2.200e-01,-7.000e-02,1518.0,,,14.467
8116,7009828,K06802.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.0030,0.0130,-0.0160,40.62,7.070e+00,-3.810e+00,958.0,,,15.013
8117,7025851,K06803.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7100,0.0580,-0.0430,69.55,2.246e+01,-9.610e+00,1581.0,,,14.390
8118,7870250,K06926.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2920,0.1930,-0.2920,0.75,2.400e-01,-8.000e-02,2191.0,,,14.569
8119,7871395,K06927.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,,,,,,14.795
8120,7885518,K06928.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5860,0.0230,-0.4800,0.69,1.400e-01,-1.600e-01,1745.0,,,13.070
8121,7885570,K06929.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8870,0.0240,-0.0390,139.36,2.478e+01,-4.602e+01,2230.0,,,11.679
8122,7886329,K06930.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2750,0.0690,-0.0460,65.47,1.616e+01,-2.419e+01,3024.0,,,13.205
8123,7902204,K06931.01,,CANDIDATE,CANDIDATE,0.9720,0.2950,0.1540,-0.2950,1.20,3.400e-01,-9.000e-02,1268.0,,,15.921
8124,7919653,K06932.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8300,0.0370,-0.0140,75.10,1.765e+01,-3.275e+01,1966.0,,,13.796
8125,7938468,K06933.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2330,0.0090,-0.0140,237.79,6.907e+01,-5.647e+01,1179.0,,,13.270
8126,8560861,K07059.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.3500,0.0600,-0.1120,272.44,5.564e+01,-1.298e+02,1289.0,,,8.500
8127,8565900,K07060.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,,,,,,,,,,14.970
8128,8566113,K07061.01,,CANDIDATE,CANDIDATE,,0.9829,0.0091,-0.0087,4.91,2.800e+00,-1.090e+00,2413.0,,,13.104
8129,8569819,K07062.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,13.7150,,,2912.48,7.824e+02,-7.046e+02,1099.0,,,13.040
8130,8574270,K07063.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1990,0.0490,-0.0280,33.11,3.700e+00,-3.340e+00,605.0,,,15.166
8131,8581658,K07064.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2450,0.0010,-0.0010,78.24,2.116e+01,-2.115e+01,1485.0,,,13.396
8132,8590527,K07065.01,,FALSE POSITIVE,FALSE POSITIVE,0.2280,1.2120,0.0760,-0.0310,82.29,1.938e+01,-3.324e+01,3013.0,,,11.634
8133,8604993,K07066.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9390,0.3870,-0.0310,33.99,9.250e+00,-3.970e+00,946.0,,,15.299
8134,8608490,K07067.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6410,0.1080,-0.0720,125.64,7.797e+01,-7.798e+01,2679.0,,,14.771
8135,9579789,K07193.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.0120,0.4540,-0.0120,0.92,9.000e-02,-9.000e-02,1174.0,,,15.458
8136,9581498,K07194.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,,,,,,14.184
8137,9588862,K07195.01,,CANDIDATE,CANDIDATE,,0.1566,0.3011,-0.1566,1.00,5.200e-01,-1.100e-01,1150.0,,,14.742
8138,9592855,K07196.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7990,0.0130,-0.0120,110.14,2.616e+01,-3.487e+01,3834.0,,,12.216
8139,9596064,K07197.01,,CANDIDATE,CANDIDATE,1.0000,0.3300,0.1190,-0.3300,1.46,2.200e-01,-1.200e-01,1234.0,,,16.269
8140,9596187,K07198.01,,FALSE POSITIVE,FALSE POSITIVE,0.6690,1.2670,0.5230,-0.1700,35.67,1.046e+01,-5.210e+00,2011.0,,,14.538
8141,9596892,K07199.01,,CANDIDATE,CANDIDATE,,8.7053,43.8100,-7.7900,774.73,2.878e+02,-6.583e+01,648.0,,,15.919
8142,9597095,K07200.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1170,0.0900,-0.0610,47.22,0.000e+00,0.000e+00,1300.0,,,15.945
8143,10450504,K07327.01,,CANDIDATE,CANDIDATE,0.9630,0.1290,0.3340,-0.1290,1.88,1.500e-01,-1.900e-01,541.0,,,15.864
8144,10454401,K07328.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4790,0.0070,-0.0040,63.25,1.542e+01,-5.160e+00,742.0,,,15.386
8145,10462826,K07329.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9730,0.1230,-0.0330,52.88,1.782e+01,-5.950e+00,523.0,,,14.884
8146,10464199,K07330.01,,CANDIDATE,CANDIDATE,,0.1542,0.2998,-0.1542,1.09,5.900e-01,-2.900e-01,399.0,,,11.909
8147,10468514,K07331.01,,FALSE POSITIVE,FALSE POSITIVE,0.7010,1.2600,4.6330,-0.1820,67.45,4.125e+01,-3.377e+01,2260.0,,,14.319
8148,10471113,K07332.01,,FALSE POSITIVE,FALSE POSITIVE,0.6850,0.0150,0.4490,-0.0150,0.85,2.800e-01,-1.000e-01,2006.0,,,15.317
8149,10481054,K07333.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7910,0.1890,-0.5500,0.90,1.500e-01,-1.600e-01,1812.0,,,13.929
8150,10486425,K07334.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9900,0.0430,-0.0380,100.89,2.998e+01,-1.997e+01,1646.0,,,12.465
8151,11560447,K07458.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.3850,0.0110,-0.0120,75.31,1.169e+01,-2.915e+01,2551.0,,,10.834
8152,11601357,K07459.01,,FALSE POSITIVE,FALSE POSITIVE,0.4020,0.0220,0.4430,-0.0220,1.15,2.400e-01,-1.000e-01,1036.0,,,15.810
8153,11602794,K07460.01,,CANDIDATE,CANDIDATE,0.9250,0.4690,0.4750,-0.2650,1.58,3.700e-01,-2.000e-01,947.0,,,15.597
8154,11615481,K07461.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8850,0.0400,-0.0310,59.22,1.948e+01,-6.940e+00,490.0,,,15.540
8155,11616200,K07462.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4210,0.0110,-0.0160,39.08,1.171e+01,-3.110e+00,1499.0,,,13.510
8156,11616631,K07463.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1320,0.4020,-0.1440,11.67,1.790e+00,-9.500e-01,763.0,,,15.848
8157,11616663,K07464.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1570,0.1610,-0.1460,17.41,4.320e+00,-1.540e+00,925.0,,,14.973
8158,11618798,K07465.01,,FALSE POSITIVE,FALSE POSITIVE,,0.2964,0.1625,-0.2964,1.84,7.700e-01,-1.500e-01,490.0,,,15.395
8159,2570505,K06279.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.3730,0.0870,-0.3730,0.42,4.000e-02,-4.000e-02,1152.0,,,13.558
8160,2570767,K06280.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7340,0.2410,-0.4890,1.19,3.700e-01,-1.300e-01,2200.0,,,12.760
8161,2571075,K06281.01,,FALSE POSITIVE,FALSE POSITIVE,,0.2376,0.2307,-0.2375,0.92,3.500e-01,-7.000e-02,1325.0,,,15.799
8162,2576692,K06282.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5850,0.0070,-0.0080,110.85,2.343e+01,-3.510e+01,530.0,,,12.744
8163,2580872,K06283.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6720,0.0090,-0.0090,57.95,1.403e+01,-7.010e+00,670.0,,,14.880
8164,2583777,K06284.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2750,0.1620,-0.1020,49.16,1.311e+01,-1.599e+01,2271.0,,,12.735
8165,2693092,K06285.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9020,0.0070,-0.0080,116.52,2.145e+01,-3.985e+01,765.0,,,12.003
8166,2708156,K06286.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.1830,0.0030,0.0000,399.93,2.488e+01,-2.236e+02,5047.0,,,10.672
8167,2708172,K06287.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.0880,0.2640,-0.0940,6.57,4.700e-01,-5.800e-01,932.0,,,13.814
8168,4375101,K06411.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7410,0.0290,-0.0240,54.72,1.595e+01,-5.290e+00,447.0,,,15.518
8169,4380283,K06412.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6860,0.0220,-0.0200,67.08,1.997e+01,-9.990e+00,2112.0,,,14.742
8170,4384793,K06413.01,,FALSE POSITIVE,FALSE POSITIVE,,0.8507,2.1880,-0.8498,243.21,1.042e+02,-1.820e+01,241.0,,,15.369
8171,4445630,K06414.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4640,0.0030,-0.0020,81.61,2.686e+01,-1.149e+01,1167.0,,,13.858
8172,4446411,K06415.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9800,0.0330,-0.6810,4.64,1.280e+00,-7.500e-01,2102.0,,,14.027
8173,4454219,K06416.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9850,6.8360,-0.1770,53.32,0.000e+00,0.000e+00,1701.0,,,17.431
8174,4456622,K06417.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2420,0.7560,-0.1360,41.48,1.102e+01,-5.520e+00,1926.0,,,15.596
8175,4482738,K06418.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.3180,0.1350,-0.3180,6.85,1.520e+00,-1.600e-01,3569.0,,,12.945
8176,4484312,K06419.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2300,0.2350,-0.2300,0.75,2.200e-01,-2.200e-01,1654.0,,,13.182
8177,5174920,K06535.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9070,0.0570,-0.6230,1.35,3.500e-01,-6.500e-01,4231.0,,,11.633
8178,5181455,K06536.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.3230,0.0190,-0.2390,90.32,2.882e+01,-1.025e+01,1108.0,,,15.473
8179,5193386,K06537.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2570,0.0170,-0.0130,97.23,2.537e+01,-1.368e+01,1062.0,,,13.998
8180,5193439,K06538.01,,CANDIDATE,CANDIDATE,0.2850,0.0040,0.4300,-0.0040,1.45,4.800e-01,-1.600e-01,385.0,,,14.520
8181,5196851,K06539.01,,FALSE POSITIVE,FALSE POSITIVE,,0.0783,0.4031,-0.0783,2.04,1.210e+00,-3.800e-01,3204.0,,,12.509
8182,5199978,K06540.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.3860,0.0740,-0.3860,5.02,6.300e-01,-3.600e-01,3938.0,,,13.355
8183,5211470,K06541.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.3640,0.0180,-0.1900,888.70,2.058e+02,-3.821e+02,4178.0,,,13.094
8184,5215508,K06542.01,,CANDIDATE,CANDIDATE,,,,,,,,,,,11.270
8185,6147573,K06669.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8990,0.0210,-0.0220,50.72,1.341e+01,-5.760e+00,587.0,,,13.347
8186,6152521,K06670.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7380,0.2350,-0.4920,2.51,3.800e-01,-8.800e-01,3464.0,,,12.669
8187,6185717,K06671.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9670,0.1180,-0.0310,57.95,1.165e+01,-1.997e+01,1240.0,,,13.393
8188,6187508,K06672.01,,CANDIDATE,CANDIDATE,1.0000,0.0130,0.4480,-0.0130,1.00,1.800e-01,-9.000e-02,1180.0,,,15.181
8189,6205460,K06673.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6260,0.0030,-0.0040,90.36,3.842e+01,-5.759e+01,1731.0,,,12.746
8190,6206751,K06674.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7280,0.0120,-0.0120,90.34,1.794e+01,-6.000e+00,2341.0,,,12.142
8191,6207053,K06675.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.0390,0.3900,-0.0390,1.29,1.200e-01,-9.000e-02,1598.0,,,15.553
8192,6209225,K06676.01,,CANDIDATE,CANDIDATE,,0.2863,0.1998,-0.2862,1.81,6.200e-01,-1.700e-01,266.0,,,13.993
8193,6220470,K06677.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2220,0.0110,-0.0010,56.52,1.640e+01,-1.092e+01,1491.0,,,13.960
8194,7031132,K06804.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2270,0.2650,-0.2270,0.35,5.000e-02,-2.000e-02,2066.0,,,12.818
8195,7031732,K06805.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2500,0.2310,-0.2500,0.52,1.300e-01,-7.000e-02,2045.0,,,13.656
8196,7031767,K06806.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4920,0.0040,-0.4920,0.49,1.400e-01,-5.000e-02,2073.0,,,14.311
8197,7031948,K06807.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7510,0.2170,-0.5050,0.58,3.000e-02,-4.000e-02,1180.0,,,15.765
8198,7031992,K06808.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.1800,0.3110,-0.1800,0.86,2.400e-01,-8.000e-02,2064.0,,,15.787
8199,7032117,K06809.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4840,0.4500,-0.2600,0.55,6.000e-02,-5.000e-02,1656.0,,,14.873
8200,7032174,K06810.01,,FALSE POSITIVE,FALSE POSITIVE,,0.6858,0.0614,-0.4925,0.79,4.200e-01,-3.200e-01,3153.0,,,11.983
8201,7032383,K06811.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.1190,0.3730,-0.1190,0.64,1.000e-01,-7.000e-02,1890.0,,,15.354
8202,7939761,K06934.01,,CANDIDATE,CANDIDATE,1.0000,0.2390,0.2280,-0.2390,2.16,7.400e-01,-1.380e+00,899.0,,,14.156
8203,7943535,K06935.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2690,0.0940,-0.0710,91.91,1.867e+01,-2.795e+01,1722.0,,,12.672
8204,7947631,K06936.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2440,0.1500,-0.0940,25.98,1.810e+00,-1.820e+00,1207.0,,,15.179
8205,7950775,K06937.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1010,0.0300,-0.0130,56.94,1.263e+01,-6.790e+00,1038.0,,,13.478
8206,7955301,K06938.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2040,0.3210,-0.2030,291.01,4.495e+01,-8.348e+01,1472.0,,,12.672
8207,7960295,K06939.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6110,0.1090,-0.0870,67.03,0.000e+00,0.000e+00,1421.0,,,19.485
8208,7960547,K06940.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7240,0.0080,-0.0090,52.84,1.366e+01,-5.460e+00,933.0,,,14.143
8209,7967100,K06941.01,,FALSE POSITIVE,FALSE POSITIVE,0.7910,1.2850,0.0460,-0.0450,45.99,1.401e+01,-7.540e+00,1614.0,,,13.943
8210,8610483,K07068.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6220,0.0390,-0.0220,67.36,2.186e+01,-7.270e+00,525.0,,,15.050
8211,8613446,K07069.01,,CANDIDATE,CANDIDATE,1.0000,0.1850,0.2630,-0.1850,1.61,5.600e-01,-1.900e-01,1928.0,,,15.572
8212,8618226,K07070.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1830,0.0800,-0.0440,119.09,1.866e+01,-1.866e+01,1114.0,,,13.781
8213,8621026,K07071.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2160,0.0130,-0.0040,67.38,2.128e+01,-1.145e+01,1455.0,,,13.374
8214,8624860,K07072.01,,CANDIDATE,CANDIDATE,0.8720,0.2310,0.2240,-0.2310,4.39,5.500e-01,-1.660e+00,1459.0,,,13.808
8215,8625408,K07073.01,,CANDIDATE,CANDIDATE,0.9510,1.1980,6.7280,-0.0190,30.25,5.320e+00,-3.870e+00,323.0,,,13.054
8216,8686442,K07074.01,,CANDIDATE,CANDIDATE,,0.8250,0.2064,-0.5623,1.49,6.000e-01,-1.300e-01,618.0,,,14.958
8217,8690001,K07075.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.3280,0.0020,-0.0010,101.44,3.295e+01,-4.946e+01,942.0,,,14.257
8218,8693536,K07076.01,,CANDIDATE,CANDIDATE,0.9900,0.0460,0.4040,-0.0460,1.28,4.100e-01,-1.600e-01,852.0,,,14.299
8219,9597854,K07201.01,,FALSE POSITIVE,FALSE POSITIVE,0.1280,0.3820,0.0830,-0.3820,0.89,2.300e-01,-1.100e-01,1631.0,,,15.506
8220,9602431,K07202.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2620,0.2040,-0.2620,0.52,4.000e-02,-5.000e-02,883.0,,,15.191
8221,9602538,K07203.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.3440,0.1140,-0.3440,0.56,1.000e-01,-8.000e-02,1076.0,,,14.609
8222,9630640,K07204.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.9590,,,374.78,1.002e+02,-1.104e+02,1708.0,,,13.658
8223,9635520,K07205.01,,CANDIDATE,CANDIDATE,0.7790,1.2300,4.1980,-0.1120,39.82,8.720e+00,-1.309e+01,1535.0,,,14.106
8224,9635529,K07206.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5110,0.0030,-0.0010,59.62,1.863e+01,-7.990e+00,1678.0,,,12.230
8225,9637299,K07207.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.3950,0.0070,-0.0040,74.77,1.923e+01,-1.923e+01,1818.0,,,13.680
8226,9639106,K07208.01,,CANDIDATE,CANDIDATE,,0.3976,0.0398,-0.3976,0.87,2.900e-01,-7.000e-02,1018.0,,,15.560
8227,9640123,K07209.01,,CANDIDATE,CANDIDATE,0.9910,0.9180,0.0260,-0.6510,3.28,5.400e-01,-1.250e+00,1462.0,,,13.816
8228,10490960,K07335.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7610,0.0070,-0.0050,72.90,1.993e+01,-1.451e+01,1141.0,,,14.300
8229,10491031,K07336.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7620,0.0040,-0.0090,118.99,3.357e+01,-4.104e+01,2104.0,,,13.245
8230,10535807,K07337.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1030,0.0360,-0.0350,59.19,1.599e+01,-1.064e+01,1935.0,,,13.873
8231,10535858,K07338.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8480,0.0070,-0.5980,0.38,3.000e-02,-3.000e-02,865.0,,,15.431
8232,10546063,K07339.01,,CANDIDATE,CANDIDATE,1.0000,0.0320,0.4260,-0.0320,1.73,4.900e-01,-2.100e-01,919.0,,,15.833
8233,10547685,K07340.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1450,0.1460,-0.0480,52.43,8.080e+00,-7.280e+00,1836.0,,,12.309
8234,10549576,K07341.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6470,0.0030,-0.0030,68.91,1.682e+01,-1.683e+01,1511.0,,,13.015
8235,10552700,K07342.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1050,0.1030,-0.0850,37.72,6.650e+00,-1.235e+01,3359.0,,,11.601
8236,11619964,K07466.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9780,0.0100,-0.1080,61.14,1.671e+01,-9.000e+00,845.0,,,14.545
8237,11650543,K07467.01,,CANDIDATE,CANDIDATE,,0.5196,0.0129,-0.4491,1.33,5.600e-01,-4.600e-01,1253.0,,,13.553
8238,11651105,K07468.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2040,0.1370,-0.1250,19.71,4.290e+00,-1.830e+00,690.0,,,14.756
8239,11662440,K07469.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.0330,0.0480,-0.0440,44.00,9.570e+00,-4.420e+00,680.0,,,15.852
8240,11671646,K07470.01,,CANDIDATE,CANDIDATE,,0.1835,0.2835,-0.1834,1.90,2.010e+00,-3.100e-01,225.0,,,13.870
8241,11672354,K07471.01,,CANDIDATE,CANDIDATE,0.9530,0.3700,0.0800,-0.3700,1.30,4.300e-01,-1.500e-01,1156.0,,,15.591
8242,11704044,K07472.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.3990,0.0040,0.0000,60.49,1.780e+01,-5.930e+00,921.0,,,15.749
8243,11706658,K07473.01,,FALSE POSITIVE,FALSE POSITIVE,0.0540,0.7590,1.7920,-0.0340,19.09,9.300e-01,-1.620e+00,1179.0,,,14.614
8244,2708445,K06288.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2070,1.3230,-0.1720,164.49,3.762e+01,-4.170e+00,3536.0,,,15.003
8245,2708614,K06289.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2720,6.6570,-0.0900,48.13,1.487e+01,-5.940e+00,555.0,,,15.694
8246,2711114,K06290.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2980,0.3940,-0.1690,54.36,1.515e+01,-1.102e+01,2079.0,,,12.335
8247,2716979,K06291.01,,CANDIDATE,CANDIDATE,,0.1850,0.2842,-0.1848,0.98,3.300e-01,-1.800e-01,999.0,,,13.303
8248,2720354,K06292.01,,FALSE POSITIVE,FALSE POSITIVE,0.0070,0.5370,0.0090,-0.0070,40.00,6.080e+00,-7.440e+00,1807.0,,,13.116
8249,2834463,K06293.01,,CANDIDATE,CANDIDATE,0.7940,0.2490,0.2260,-0.2490,1.21,3.900e-01,-1.500e-01,1125.0,,,14.199
